;Player;Position;Comp;Age;Min;Goals;Goals;Asists;Asists;GoalAstPer90
965;Akaki Gogia;MF,FW;de Bundesliga;27;121;0;0.00;0;0.00;0.00
966;Mauro Goicoechea;GK;fr Ligue 1;31;180;0;0.00;0;0.00;0.00
967;Edoardo Goldaniga;DF;it Serie A;25;784;1;0.11;0;0.00;0.11
968;Benjamin Goller;FW,MF;de Bundesliga;20;288;0;0.00;0;0.00;0.00
969;Pierluigi Gollini;GK;it Serie A;24;2,884;0;0.00;0;0.00;0.00
970;Aleksandr Golovin;MF;fr Ligue 1;23;2,061;3;0.13;4;0.17;0.31
971;André Gomes;MF;eng Premier League;26;1,458;0;0.00;1;0.06;0.06
972;Angel Gomes;MF;eng Premier League;18;21;0;0.00;0;0.00;0.00
973;Ibai Gómez;FW;es La Liga;29;695;0;0.00;0;0.00;0.00
974;Joe Gomez;DF;eng Premier League;22;2,004;0;0.00;0;0.00;0.00
975;Maxi Gómez;FW;es La Liga;22;2,143;9;0.38;2;0.08;0.46
976;Moi Gómez;FW,MF;es La Liga;25;2,319;5;0.19;4;0.16;0.35
977;Papu Gómez;MF,FW;it Serie A;31;2,842;7;0.22;16;0.51;0.73
978;Sergi Gómez;DF;es La Liga;27;717;0;0.00;0;0.00;0.00
979;Alfred Gomis;GK;fr Ligue 1;25;1,619;0;0.00;0;0.00;0.00
980;Maxime Gonalons;MF;es La Liga;30;1,506;0;0.00;0;0.00;0.00
981;Mathieu Goncalves;DF;fr Ligue 1;18;314;0;0.00;0;0.00;0.00
982;Jérôme Gondorf;MF;de Bundesliga;31;120;0;0.00;0;0.00;0.00
983;Álvaro González;DF;fr Ligue 1;29;1,628;0;0.00;0;0.00;0.00
984;Bruno González;DF;es La Liga;29;180;0;0.00;0;0.00;0.00
985;Bruno González;DF;es La Liga;29;456;0;0.00;0;0.00;0.00
986;Édgar González;MF;es La Liga;22;681;0;0.00;0;0.00;0.00
987;Gonzalo;DF;es La Liga;22;13;0;0.00;0;0.00;0.00
988;Anthony Gordon;MF,FW;eng Premier League;18;440;0;0.00;1;0.20;0.20
989;Leon Goretzka;MF;de Bundesliga;24;1,512;6;0.36;5;0.30;0.65
990;Andoni Gorosabel;DF;es La Liga;22;714;0;0.00;0;0.00;0.00
991;Robin Gosens;DF;it Serie A;25;2,617;9;0.31;7;0.24;0.55
992;Dan Gosling;MF;eng Premier League;29;1,264;3;0.21;1;0.07;0.28
993;Mario Götze;FW;de Bundesliga;27;521;3;0.52;0;0.00;0.52
994;Prince-Désir Gouano;DF;fr Ligue 1;25;270;0;0.00;0;0.00;0.00
995;Amine Gouiri;FW;fr Ligue 1;19;1;0;0.00;0;0.00;0.00
996;Jeffrey Gouweleeuw;DF;de Bundesliga;28;1,645;0;0.00;1;0.05;0.05
997;Max Gradel;MF,FW;fr Ligue 1;31;1,635;3;0.17;2;0.11;0.28
998;Samuel Grandsir;FW,MF;fr Ligue 1;22;1,492;3;0.18;1;0.06;0.24
999;Esteban Granero;MF;es La Liga;32;473;1;0.19;0;0.00;0.19
1000;Alberto Grassi;MF;it Serie A;24;641;1;0.14;1;0.14;0.28
1001;Andre Gray;FW;eng Premier League;28;755;2;0.24;0;0.00;0.24
1002;Demarai Gray;MF,FW;eng Premier League;23;622;2;0.29;3;0.43;0.72
1003;Jack Grealish;FW,MF;eng Premier League;23;3,233;8;0.22;6;0.17;0.39
1004;Mason Greenwood;FW;eng Premier League;17;1,320;10;0.68;1;0.07;0.75
1005;Michael Gregoritsch;MF,FW;de Bundesliga;25;303;0;0.00;0;0.00;0.00
1006;Michael Gregoritsch;FW;de Bundesliga;25;829;1;0.11;1;0.11;0.22
1007;Clément Grenier;MF;fr Ligue 1;28;839;1;0.11;0;0.00;0.11
1008;Antoine Griezmann;FW;es La Liga;28;2,549;9;0.32;4;0.14;0.46
1009;Vincenzo Grifo;MF;de Bundesliga;26;15;0;0.00;0;0.00;0.00
1010;Vincenzo Grifo;MF,FW;de Bundesliga;26;1,618;4;0.22;8;0.44;0.67
1011;Florian Grillitsch;MF,DF;de Bundesliga;23;2,408;0;0.00;3;0.11;0.11
1012;Jérémy Grimm;FW;fr Ligue 1;32;1;0;0.00;0;0.00;0.00
1013;Arnaut Groeneveld;MF;eng Premier League;22;630;0;0.00;0;0.00;0.00
1014;Christian Groß;DF,MF;de Bundesliga;30;872;0;0.00;0;0.00;0.00
1015;Pascal Groß;FW,MF;eng Premier League;28;1,796;2;0.10;4;0.20;0.30
1016;Carlos Gruezo;MF;de Bundesliga;24;886;0;0.00;1;0.10;0.10
1017;Marko Grujić;MF;de Bundesliga;23;2,415;4;0.15;1;0.04;0.19
1018;Vicente Guaita;GK;eng Premier League;32;3,150;0;0.00;0;0.00;0.00
1019;Andrés Guardado;MF;es La Liga;32;2,046;0;0.00;3;0.13;0.13
1020;Sergi Guardiola;FW;es La Liga;28;2,655;8;0.27;2;0.07;0.34
1021;Nemanja Gudelj;MF,DF;es La Liga;27;1,216;0;0.00;0;0.00;0.00
1022;Gonçalo Guedes;MF,FW;es La Liga;22;1,266;2;0.14;2;0.14;0.28
1023;Mattéo Guendouzi;MF;eng Premier League;20;1,748;0;0.00;1;0.05;0.05
1024;Raphaël Guerreiro;DF;de Bundesliga;25;2,335;8;0.31;2;0.08;0.39
1025;Adrián Guerrero;DF;es La Liga;21;126;0;0.00;0;0.00;0.00
1026;Ander Guevara;MF;es La Liga;22;939;0;0.00;0;0.00;0.00
1027;Babacar Guèye;FW;de Bundesliga;24;110;0;0.00;0;0.00;0.00
1028;John Guidetti;FW;es La Liga;27;96;0;0.00;0;0.00;0.00
1029;Josuha Guilavogui;MF,DF;de Bundesliga;28;2,062;0;0.00;1;0.04;0.04
1030;Frederic Guilbert;DF;eng Premier League;24;2,041;0;0.00;2;0.09;0.09
1031;Hugo Guillamón;DF;es La Liga;19;495;0;0.00;0;0.00;0.00
1032;Bruno Guimarães;MF;fr Ligue 1;21;270;0;0.00;0;0.00;0.00
1033;Sehrou Guirassy;FW;fr Ligue 1;23;1,921;9;0.42;2;0.09;0.52
1034;Rafik Guitane;MF,DF;fr Ligue 1;20;16;0;0.00;0;0.00;0.00
1035;Péter Gulácsi;GK;de Bundesliga;29;2,880;0;0.00;1;0.03;0.03
1036;Manuel Gulde;DF;de Bundesliga;28;1,371;1;0.07;0;0.00;0.07
1037;Sinan Gümüş;FW;it Serie A;25;96;0;0.00;0;0.00;0.00
1038;İlkay Gündoğan;MF;eng Premier League;28;2,020;2;0.09;1;0.04;0.13
1039;Angus Gunn;GK;eng Premier League;23;900;0;0.00;0;0.00;0.00
1040;Christian Günter;DF;de Bundesliga;26;3,029;2;0.06;8;0.24;0.30
1041;Koray Günter;DF;it Serie A;24;2,733;0;0.00;0;0.00;0.00
1042;Régis Gurtner;GK;fr Ligue 1;32;2,520;0;0.00;0;0.00;0.00
1043;Luiz Gustavo;MF;fr Ligue 1;32;190;0;0.00;0;0.00;0.00
1044;Ismael Gutiérrez;MF;es La Liga;18;83;0;0.00;0;0.00;0.00
1045;Jonathan de Guzmán;MF,FW;de Bundesliga;31;87;0;0.00;1;1.03;1.03
1046;Janik Haberer;MF,FW;de Bundesliga;25;1,721;2;0.10;2;0.10;0.21
1047;Alexander Hack;DF;de Bundesliga;25;805;0;0.00;0;0.00;0.00
1048;Munir El Haddadi;FW;es La Liga;23;1,250;5;0.36;2;0.14;0.50
1049;André Hahn;FW,MF;de Bundesliga;28;702;1;0.13;0;0.00;0.13
1050;Amadou Haidara;MF;de Bundesliga;21;756;0;0.00;1;0.12;0.12
1051;Achraf Hakimi;DF,FW;de Bundesliga;20;2,715;5;0.17;10;0.33;0.50
1052;Erling Håland;FW;de Bundesliga;19;1,063;13;1.10;2;0.17;1.27
1053;Sébastien Haller;FW;eng Premier League;25;2,266;7;0.28;1;0.04;0.32
1054;Marcel Halstenberg;DF;de Bundesliga;27;2,520;3;0.11;3;0.11;0.21
1055;Romain Hamouma;FW,MF;fr Ligue 1;32;865;6;0.62;1;0.10;0.73
1056;Samir Handanović;GK;it Serie A;35;3,150;0;0.00;0;0.00;0.00
1057;Grant Hanley;DF;eng Premier League;27;1,262;0;0.00;0;0.00;0.00
1058;Lukáš Haraslín;FW;it Serie A;23;384;1;0.23;0;0.00;0.23
1059;Amine Harit;MF,FW;de Bundesliga;22;2,102;6;0.26;4;0.17;0.43
1060;Martin Harnik;MF,FW;de Bundesliga;32;9;0;0.00;0;0.00;0.00
1061;Makoto Hasebe;DF,MF;de Bundesliga;35;1,968;0;0.00;0;0.00;0.00
1062;Hans Hateboer;DF;it Serie A;25;2,356;0;0.00;4;0.15;0.15
1063;Kortney Hause;DF;eng Premier League;24;1,545;1;0.06;0;0.00;0.06
1064;Kai Havertz;MF,FW;de Bundesliga;20;2,454;12;0.44;6;0.22;0.66
1065;Isaac Hayden;MF;eng Premier League;24;2,223;1;0.04;2;0.08;0.12
1066;Eden Hazard;FW,MF;es La Liga;28;1,077;1;0.08;3;0.25;0.33
1067;Thorgan Hazard;FW,MF;de Bundesliga;26;2,380;7;0.26;13;0.49;0.76
1068;Tom Heaton;GK;eng Premier League;33;1,794;0;0.00;0;0.00;0.00
1069;Jonas Hector;MF,DF;de Bundesliga;29;2,433;4;0.15;2;0.07;0.22
1070;Dominique Heintz;DF;de Bundesliga;25;2,434;0;0.00;1;0.04;0.04
1071;Dean Henderson;GK;eng Premier League;22;3,240;0;0.00;0;0.00;0.00
1072;Jordan Henderson;MF;eng Premier League;29;2,238;4;0.16;5;0.20;0.36
1073;Liam Henderson;MF;it Serie A;23;196;0;0.00;0;0.00;0.00
1074;Jeff Hendrick;MF;eng Premier League;27;1,931;2;0.09;2;0.09;0.19
1075;Wayne Hennessey;GK;eng Premier League;32;270;0;0.00;0;0.00;0.00
1076;Rouwen Hennings;FW;de Bundesliga;31;2,459;15;0.55;0;0.00;0.55
1077;Benjamin Henrichs;DF,MF;fr Ligue 1;22;890;0;0.00;0;0.00;0.00
1078;Dalbert Henrique;DF;it Serie A;25;2,484;0;0.00;5;0.18;0.18
1079;Christophe Hérelle;DF;fr Ligue 1;26;1,103;3;0.24;0;0.00;0.24
1080;Mario Hermoso;DF;es La Liga;24;1,217;0;0.00;0;0.00;0.00
1081;Aridane Hernández;DF;es La Liga;30;2,610;3;0.10;0;0.00;0.10
1082;Javier Hernández;FW;eng Premier League;31;107;1;0.84;0;0.00;0.84
1083;Javier Hernández;FW;es La Liga;31;448;1;0.20;0;0.00;0.20
1084;Juan Hernández;FW,MF;es La Liga;24;87;0;0.00;0;0.00;0.00
1085;Lucas Hernández;DF;de Bundesliga;23;920;0;0.00;1;0.10;0.10
1086;Onel Hernández;FW,MF;eng Premier League;26;1,384;1;0.07;2;0.13;0.20
1087;Theo Hernández;DF;it Serie A;21;2,817;6;0.19;3;0.10;0.29
1088;Hernani;MF;it Serie A;25;2,419;0;0.00;4;0.15;0.15
1089;Ander Herrera;MF,DF;fr Ligue 1;29;547;1;0.16;1;0.16;0.33
1090;Héctor Herrera;MF;es La Liga;29;1,123;0;0.00;2;0.16;0.16
1091;Sergio Herrera;GK;es La Liga;26;1,655;0;0.00;0;0.00;0.00
1092;Yangel Herrera;MF;es La Liga;21;2,368;2;0.08;3;0.11;0.19
1093;Iago Herrerín;GK;es La Liga;31;425;0;0.00;0;0.00;0.00
1094;Patrick Herrmann;FW,MF;de Bundesliga;28;1,453;6;0.37;6;0.37;0.74
1095;Pablo Hervías;MF,FW;es La Liga;26;1,017;1;0.09;0;0.00;0.09
1096;Son Heung-min;FW,MF;eng Premier League;27;2,476;11;0.40;10;0.36;0.76
1097;Gonzalo Higuaín;FW;it Serie A;31;1,866;8;0.39;4;0.19;0.58
1098;Vitorino Hilton;DF;fr Ligue 1;41;2,510;0;0.00;2;0.07;0.07
1099;Martin Hinteregger;DF;de Bundesliga;26;2,721;8;0.26;1;0.03;0.30
1100;George Hirst;FW;eng Premier League;20;11;0;0.00;0;0.00;0.00
1101;Marwin Hitz;GK;de Bundesliga;31;290;0;0.00;0;0.00;0.00
1102;André Hoffmann;DF;de Bundesliga;26;2,428;2;0.07;1;0.04;0.11
1103;Nicolas Höfler;MF;de Bundesliga;29;2,783;1;0.03;0;0.00;0.03
1104;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5;0.28;3;0.17;0.44
1105;Jonas Hofmann;MF;de Bundesliga;22;2;0;0.00;0;0.00;0.00
1106;Marco Höger;MF;de Bundesliga;29;676;0;0.00;0;0.00;0.00
1107;Rob Holding;DF;eng Premier League;23;581;0;0.00;0;0.00;0.00
1108;José Holebas;DF;eng Premier League;35;1,025;0;0.00;0;0.00;0.00
1109;Lucas Höler;FW,MF;de Bundesliga;25;2,485;8;0.29;2;0.07;0.36
1110;Mason Holgate;DF;eng Premier League;22;2,054;0;0.00;3;0.13;0.13
1111;Nathan Holland;MF;eng Premier League;21;33;0;0.00;0;0.00;0.00
1112;Gerrit Holtmann;MF,DF;de Bundesliga;24;1,065;1;0.08;0;0.00;0.08
1113;Josué Homawoo;DF;fr Ligue 1;21;45;0;0.00;0;0.00;0.00
1114;Franck Honorat;FW,DF;fr Ligue 1;22;849;0;0.00;3;0.32;0.32
1115;Luca Horn;DF;de Bundesliga;20;6;0;0.00;0;0.00;0.00
1116;Timo Horn;GK;de Bundesliga;26;3,060;0;0.00;0;0.00;0.00
1117;Krisztofer Horváth;FW,DF;it Serie A;17;44;0;0.00;0;0.00;0.00
1118;Conor Hourihane;MF;eng Premier League;28;1,534;3;0.18;5;0.29;0.47
1119;Lukáš Hrádecký;GK;de Bundesliga;29;3,060;0;0.00;0;0.00;0.00
1120;Benjamin Hübner;DF;de Bundesliga;30;2,070;1;0.04;4;0.17;0.22
1121;Florian Hübner;DF;de Bundesliga;28;850;0;0.00;0;0.00;0.00
1122;Callum Hudson-Odoi;FW;eng Premier League;18;863;1;0.10;5;0.52;0.63
1123;Will Hughes;MF,FW;eng Premier League;24;2,252;1;0.04;1;0.04;0.08
1124;Mats Hummels;DF;de Bundesliga;30;2,581;1;0.03;3;0.10;0.14
1125;Uwe Hünemeier;DF;de Bundesliga;33;1,209;1;0.07;0;0.00;0.07
1126;Adrien Hunou;FW,MF;fr Ligue 1;25;1,210;8;0.60;1;0.07;0.67
1127;Jannik Huth;GK;de Bundesliga;25;540;0;0.00;0;0.00;0.00
1128;Elseid Hysaj;DF;it Serie A;25;1,481;1;0.06;2;0.12;0.18
1129;Suk Hyun-jun;FW,MF;fr Ligue 1;28;262;1;0.34;1;0.34;0.69
1130;Pierre Højbjerg;MF;eng Premier League;23;2,752;0;0.00;1;0.03;0.03
1131;Simone Iacoponi;DF;it Serie A;32;3,053;2;0.06;0;0.00;0.06
1132;Iago;DF,MF;de Bundesliga;22;674;1;0.13;1;0.13;0.27
1133;Robert Ibáñez;MF,FW;es La Liga;26;537;1;0.17;0;0.00;0.17
1134;Roger Ibanez;DF;it Serie A;20;614;0;0.00;0;0.00;0.00
1135;Jordon Ibe;DF;eng Premier League;23;50;0;0.00;0;0.00;0.00
1136;Vedad Ibišević;FW;de Bundesliga;34;1,257;7;0.50;2;0.14;0.64
1137;Vicente Iborra;MF;es La Liga;31;2,648;1;0.03;2;0.07;0.10
1138;Didier Ibrahim Ndong;MF;fr Ligue 1;25;2,386;0;0.00;3;0.11;0.11
1139;Zlatan Ibrahimović;FW;it Serie A;37;1,362;10;0.66;5;0.33;0.99
1140;Mauro Icardi;FW;fr Ligue 1;26;1,267;12;0.85;2;0.14;0.99
1141;Adam Idah;FW,MF;eng Premier League;18;228;0;0.00;0;0.00;0.00
1142;Odion Ighalo;FW;eng Premier League;30;101;0;0.00;0;0.00;0.00
1143;Borja Iglesias;FW;es La Liga;26;1,922;3;0.14;2;0.09;0.23
1144;Igor;DF;it Serie A;21;1,337;0;0.00;1;0.07;0.07
1145;Igor;DF;it Serie A;21;611;0;0.00;0;0.00;0.00
1146;Kelechi Iheanacho;FW;eng Premier League;22;960;5;0.47;3;0.28;0.75
1147;Luc Ihorst;FW;de Bundesliga;19;11;0;0.00;0;0.00;0.00
1148;Jonathan Ikone;MF,FW;fr Ligue 1;21;2,057;3;0.13;6;0.26;0.39
1149;Yun Il-lok;MF,FW;fr Ligue 1;27;121;0;0.00;0;0.00;0.00
1150;Josip Iličić;FW;it Serie A;31;1,663;15;0.81;5;0.27;1.08
1151;Asier Illarramendi;MF;es La Liga;29;216;0;0.00;0;0.00;0.00
1152;Stefan Ilsanker;DF;de Bundesliga;30;418;0;0.00;0;0.00;0.00
1153;Stefan Ilsanker;DF,MF;de Bundesliga;30;838;2;0.21;1;0.11;0.32
1154;Giannelli Imbula;MF;it Serie A;26;130;0;0.00;0;0.00;0.00
1155;Ciro Immobile;FW;it Serie A;29;3,170;36;1.02;9;0.26;1.28
1156;Edmilson Indjai;FW;fr Ligue 1;19;49;0;0.00;0;0.00;0.00
1157;Roberto Inglese;FW;it Serie A;27;766;4;0.47;0;0.00;0.47
1158;Danny Ings;FW;eng Premier League;27;2,804;22;0.71;2;0.06;0.77
1159;Marcus Ingvartsen;MF,FW;de Bundesliga;23;1,716;5;0.26;2;0.10;0.37
1160;Lorenzo Insigne;FW,MF;it Serie A;28;2,810;8;0.26;6;0.19;0.45
1161;Takashi Inui;MF,FW;es La Liga;31;1,960;2;0.09;3;0.14;0.23
1162;Artur Ioniță;MF;it Serie A;28;1,897;0;0.00;2;0.09;0.09
1163;Alexander Isak;FW;es La Liga;19;1,507;9;0.54;1;0.06;0.60
1164;Isco;FW,MF;es La Liga;27;1,181;1;0.08;2;0.15;0.23
1165;Nicolas Isimat-Mirin;DF;fr Ligue 1;27;1,260;1;0.07;0;0.00;0.07
1166;Jakub Iskra;DF;it Serie A;16;78;0;0.00;0;0.00;0.00
1167;Gian-Luca Itter;DF,MF;de Bundesliga;20;35;0;0.00;0;0.00;0.00
1168;Ander Iturraspe;MF;es La Liga;30;242;0;0.00;0;0.00;0.00
1169;Alex Iwobi;MF,FW;eng Premier League;23;1,596;1;0.06;0;0.00;0.06
1170;Armando Izzo;DF;it Serie A;27;2,686;1;0.03;0;0.00;0.03
1171;Jacobo;DF;es La Liga;22;83;0;0.00;0;0.00;0.00
1172;Phil Jagielka;DF;eng Premier League;36;244;0;0.00;0;0.00;0.00
1173;Filip Jagiełło;MF;it Serie A;21;553;0;0.00;2;0.33;0.33
1174;Alireza Jahanbakhsh;FW,MF;eng Premier League;25;311;2;0.58;0;0.00;0.58
1175;Mato Jajalo;MF;it Serie A;31;1,649;0;0.00;0;0.00;0.00
1176;Ismail Jakobs;FW,DF;de Bundesliga;19;1,672;2;0.11;2;0.11;0.22
1177;Christophe Jallet;DF;fr Ligue 1;35;855;1;0.11;1;0.11;0.21
1178;Daniel James;FW;eng Premier League;21;2,287;3;0.12;6;0.24;0.35
1179;Matty James;MF;eng Premier League;28;6;0;0.00;0;0.00;0.00
1180;Reece James;DF;eng Premier League;19;1,515;0;0.00;2;0.12;0.12
1181;Marko Janković;MF,DF;it Serie A;24;115;0;0.00;0;0.00;0.00
1182;Jakub Jankto;MF;it Serie A;23;2,095;2;0.09;4;0.17;0.26
1183;Daryl Janmaat;DF;eng Premier League;30;607;0;0.00;1;0.15;0.15
1184;Laurent Jans;DF;de Bundesliga;26;1,571;0;0.00;1;0.06;0.06
1185;Tony Jantschke;DF;de Bundesliga;29;1,012;0;0.00;0;0.00;0.00
1186;Adnan Januzaj;FW,MF;es La Liga;24;1,167;3;0.23;3;0.23;0.46
1187;Rune Jarstein;GK;de Bundesliga;34;2,547;0;0.00;0;0.00;0.00
1188;Jason;MF;es La Liga;25;1,175;1;0.08;4;0.31;0.38
1189;Dennis Jastrzembski;DF,MF;de Bundesliga;19;177;0;0.00;0;0.00;0.00
1190;Corentin Jean;DF;fr Ligue 1;24;7;0;0.00;0;0.00;0.00
1191;Benjamin Jeannot;MF;fr Ligue 1;27;167;0;0.00;0;0.00;0.00
1192;Tin Jedvaj;DF;de Bundesliga;23;2,638;2;0.07;0;0.00;0.07
1193;Jemerson;DF,MF;fr Ligue 1;26;1,056;0;0.00;0;0.00;0.00
1194;Fredrik Jensen;FW,MF;de Bundesliga;21;457;1;0.20;0;0.00;0.20
1195;Jesé;FW;fr Ligue 1;26;1;0;0.00;0;0.00;0.00
1196;Gabriel Jesus;FW;eng Premier League;22;2,030;14;0.62;7;0.31;0.93
1197;Juan Jesus;DF;it Serie A;28;139;0;0.00;0;0.00;0.00
1198;Raúl Jiménez;FW;eng Premier League;28;3,236;17;0.47;6;0.17;0.64
1199;Joaquín;MF,FW;es La Liga;38;2,060;8;0.35;3;0.13;0.48
1200;Joelinton;FW;eng Premier League;22;2,683;2;0.07;2;0.07;0.13
1201;Ben Johnson;DF;eng Premier League;19;270;0;0.00;0;0.00;0.00
1202;Fabian Johnson;MF,DF;de Bundesliga;31;271;0;0.00;0;0.00;0.00
1203;Curtis Jones;MF;eng Premier League;18;126;1;0.71;0;0.00;0.71
1204;Phil Jones;DF;eng Premier League;27;135;0;0.00;0;0.00;0.00
1205;Frenkie de Jong;MF;es La Liga;22;2,115;2;0.09;2;0.09;0.17
1206;Luuk de Jong;FW;es La Liga;28;2,059;6;0.26;1;0.04;0.31
1207;Jony;DF;it Serie A;28;1,177;0;0.00;1;0.08;0.08
1208;Joan Jordán;MF;es La Liga;25;2,254;2;0.08;2;0.08;0.16
1209;Bruno Jordão;FW;eng Premier League;20;7;0;0.00;0;0.00;0.00
1210;Jorginho;MF;eng Premier League;27;2,379;4;0.15;2;0.08;0.23
1211;Jesse Joronen;GK;it Serie A;26;2,610;0;0.00;0;0.00;0.00
1212;Willian José;FW;es La Liga;27;2,011;11;0.49;1;0.04;0.54
1213;Joselu;FW;es La Liga;29;2,782;11;0.36;2;0.06;0.42
1214;Jota;FW,MF;eng Premier League;28;335;0;0.00;1;0.27;0.27
1215;Diogo Jota;FW,MF;eng Premier League;22;2,284;7;0.28;1;0.04;0.32
1216;Vukašin Jovanović;DF;fr Ligue 1;23;573;0;0.00;1;0.16;0.16
1217;Dejan Joveljić;FW;de Bundesliga;19;150;0;0.00;0;0.00;0.00
1218;Stevan Jovetić;FW,MF;fr Ligue 1;29;473;2;0.38;0;0.00;0.38
1219;Luka Jović;FW;es La Liga;21;430;2;0.42;1;0.21;0.63
1220;Juanmi;FW,MF;es La Liga;26;264;1;0.34;0;0.00;0.34
1221;David Juncà;DF;es La Liga;25;258;0;0.00;0;0.00;0.00
1222;Hamed Junior Traorè;MF,FW;it Serie A;19;1,570;4;0.23;1;0.06;0.29
1223;Lago Junior;MF,FW;es La Liga;28;2,188;4;0.16;0;0.00;0.16
1224;Vinicius Júnior;FW,MF;es La Liga;19;1,364;3;0.20;1;0.07;0.26
1225;James Justin;DF;eng Premier League;21;1,012;0;0.00;1;0.09;0.09
1226;Musa Juwara;FW,MF;it Serie A;17;153;1;0.59;0;0.00;0.59
1227;Mathias Jørgensen;DF;de Bundesliga;29;498;0;0.00;1;0.18;0.18
1228;Ozan Kabak;DF;de Bundesliga;19;1,777;3;0.15;1;0.05;0.20
1229;Christian Kabasele;DF;eng Premier League;28;2,250;0;0.00;2;0.08;0.08
1230;Abdoul Kader Bamba;FW,MF;fr Ligue 1;25;1,468;1;0.06;3;0.18;0.25
1231;Pavel Kadeřábek;DF,MF;de Bundesliga;27;2,474;2;0.07;7;0.25;0.33
1232;Florian Kainz;FW,MF;de Bundesliga;26;1,561;5;0.29;6;0.35;0.63
1233;Gaël Kakuta;MF,FW;fr Ligue 1;28;2,001;2;0.09;5;0.22;0.31
1234;Lovre Kalinić;GK;fr Ligue 1;29;305;0;0.00;0;0.00;0.00
1235;Nikola Kalinić;FW;it Serie A;31;571;5;0.79;1;0.16;0.95
1236;Salomon Kalou;FW,MF;de Bundesliga;33;146;1;0.62;0;0.00;0.62
1237;Samuel Kalu;FW,DF;fr Ligue 1;21;1,357;1;0.07;1;0.07;0.13
1238;Daichi Kamada;MF,FW;de Bundesliga;22;1,969;2;0.09;4;0.18;0.27
1239;François Kamano;DF,MF;fr Ligue 1;23;648;1;0.14;0;0.00;0.14
1240;Boubacar Kamara;DF,MF;fr Ligue 1;19;2,139;1;0.04;2;0.08;0.13
1241;Hassane Kamara;DF,FW;fr Ligue 1;24;1,709;2;0.11;0;0.00;0.11
1242;Kevin Kampl;MF;de Bundesliga;28;675;2;0.27;2;0.27;0.53
1243;Harry Kane;FW;eng Premier League;26;2,587;18;0.63;2;0.07;0.70
1244;Wilfried Kanga;FW;fr Ligue 1;21;68;0;0.00;0;0.00;0.00
1245;Lee Kangin;MF,FW;es La Liga;18;454;2;0.40;0;0.00;0.40
1246;N'Golo Kanté;MF;eng Premier League;28;1,732;3;0.16;0;0.00;0.16
1247;Stefanos Kapino;GK;de Bundesliga;25;90;0;0.00;0;0.00;0.00
1248;Wilfrid Kaptoum;MF;es La Liga;23;194;0;0.00;0;0.00;0.00
1249;Kenan Karaman;FW;de Bundesliga;25;1,354;6;0.40;1;0.07;0.47
1250;Yann Karamoh;FW,MF;it Serie A;21;573;1;0.16;1;0.16;0.31
1251;Mamoudou Karamoko;MF;de Bundesliga;20;9;0;0.00;0;0.00;0.00
1252;Florian Kastenmeier;GK;de Bundesliga;22;1,530;0;0.00;0;0.00;0.00
1253;Noah Katterbach;DF;de Bundesliga;18;1,316;0;0.00;0;0.00;0.00
1254;Moise Kean;FW;eng Premier League;19;852;2;0.21;2;0.21;0.42
1255;Michael Keane;DF;eng Premier League;26;2,559;2;0.07;0;0.00;0.07
1256;Thilo Kehrer;DF;fr Ligue 1;22;480;1;0.19;0;0.00;0.19
1257;Jules Keita;MF,FW;fr Ligue 1;21;158;0;0.00;0;0.00;0.00
1258;Naby Keïta;MF;eng Premier League;24;815;2;0.22;3;0.33;0.55
1259;Yannik Keitel;MF;de Bundesliga;19;174;0;0.00;0;0.00;0.00
1260;Lloyd Kelly;DF;eng Premier League;20;639;0;0.00;0;0.00;0.00
1261;Martin Kelly;DF;eng Premier League;29;1,549;0;0.00;1;0.06;0.06
1262;Kenedy;MF,DF;es La Liga;23;586;1;0.15;3;0.46;0.61
1263;Jonjoe Kenny;DF;de Bundesliga;22;2,717;2;0.07;3;0.10;0.17
1264;Franck Kessié;MF;it Serie A;22;2,904;4;0.12;1;0.03;0.15
1265;Saîf-Eddine Khaoui;MF,FW;fr Ligue 1;24;106;0;0.00;0;0.00;0.00
1266;Wahbi Khazri;FW,MF;fr Ligue 1;28;1,149;3;0.23;2;0.16;0.39
1267;Rani Khedira;MF;de Bundesliga;25;2,649;0;0.00;2;0.07;0.07
1268;Sami Khedira;MF;it Serie A;32;681;0;0.00;1;0.13;0.13
1269;Kike;FW;es La Liga;29;1,767;5;0.25;1;0.05;0.31
1270;Luca Kilian;DF;de Bundesliga;19;1,261;0;0.00;0;0.00;0.00
1271;Max Kilman;DF;eng Premier League;22;185;0;0.00;0;0.00;0.00
1272;Joshua Kimmich;MF,DF;de Bundesliga;24;2,818;4;0.13;7;0.22;0.35
1273;Presnel Kimpembe;DF;fr Ligue 1;23;1,225;0;0.00;0;0.00;0.00
1274;Joshua King;FW,MF;eng Premier League;27;2,011;6;0.27;4;0.18;0.45
1275;Giorgos Kiriakopoulos;DF;it Serie A;23;1,643;0;0.00;1;0.05;0.05
1276;Simon Kjær;DF;it Serie A;30;292;0;0.00;0;0.00;0.00
1277;Simon Kjær;DF;it Serie A;30;1,240;0;0.00;0;0.00;0.00
1278;Davy Klaassen;MF;de Bundesliga;26;2,936;7;0.21;5;0.15;0.37
1279;Felix Klaus;FW,MF;de Bundesliga;26;670;0;0.00;1;0.13;0.13
1280;Ragnar Klavan;DF;it Serie A;33;2,354;0;0.00;0;0.00;0.00
